id,age,annual_income,monthly_debt,credit_score,num_credit_lines,employment_years,loan_amount,loan_term_months,num_late_payments,savings_balance,education,home_status,loan_purpose,region,noise_num_1,noise_num_2,noise_cat_1,noise_num_3,noise_num_4,default
194,46,79376,574.2,631,5,1.3,4444,36,1,3653.13,High School,Mortgage,Business,North,-0.458636288,-0.273706703,A,55,86.84340069,0
195,30,82277,1936.63,594,4,,13531,12,0,367.07,High School,Mortgage,Home Improvement,South,0.750609341,-0.476869397,A,66,161.2227322,1
196,26,145990,1038.84,674,2,,7059,36,1,22655.99,Bachelor,Mortgage,Business,North,0.462533239,-1.147442457,A,44,48.80217043,0
197,38,56075,575.64,587,4,,13360,48,0,10238.73,Bachelor,Mortgage,Other,West,1.55902021,-2.483181967,D,25,236.2866568,0
198,23,110353,1231.87,576,4,3.8,5719,36,,4746.77,High School,Rent,Debt Consolidation,North,1.5071937,0.771183063,D,3,210.1027888,0
199,30,36785,1051.68,493,1,23.7,4391,60,,5072.74,High School,Mortgage,Home Improvement,West,-1.838596078,-0.738794315,B,10,37.87627223,1
200,42,76309,1860.86,839,2,5.9,3262,24,,3896.15,Bachelor,Mortgage,Debt Consolidation,West,-0.252895265,1.027092377,B,25,1208.138739,0
201,52,,1220.41,,5,2.3,22739,48,,,High School,Mortgage,Debt Consolidation,West,1.482439139,-1.078027167,B,72,122.0691852,0
202,45,,655.45,538,7,5.4,11691,24,2,,Master,Rent,Medical,Central,1.590802627,-0.47973891,D,60,65.66654548,0
203,18,51958,970.83,,5,1.3,21305,24,0,,Bachelor,Rent,Medical,West,-0.222757065,0.254798623,A,21,68.00890228,0
204,42,22915,539.88,657,3,4.8,16542,60,,,Master,Rent,Other,North,0.407284873,0.090108374,D,8,27.5313585,0
205,39,,4007.77,689,2,11,16510,48,0,394.9,Bachelor,Mortgage,Medical,North,-0.112901111,-0.464133622,C,46,283.9059008,0
206,43,,4485.04,699,5,0.1,5854,60,1,7802.69,Bachelor,Own,Home Improvement,Central,-0.6073974,-1.989139044,B,51,222.8759835,0
207,45,81773,2404.02,498,5,1.3,37916,84,2,12343.74,Bachelor,Mortgage,Debt Consolidation,West,-0.435424864,0.029850316,B,84,127.6227849,0
208,19,,1016.88,612,5,1.4,9552,24,0,48426.85,Master,Mortgage,Other,South,0.086565488,-1.73453161,A,91,90.60492976,0
209,56,,1164.49,700,6,7.4,44673,60,0,811.76,Master,Mortgage,Education,East,-1.036223706,2.910870887,D,43,116.1012308,0
210,42,66974,1602.97,559,3,,18437,36,1,1338.58,Master,Rent,Other,East,0.792203455,0.619885579,A,22,699.9833624,0
211,48,35159,1942.47,841,8,,21246,24,0,3818.83,High School,Mortgage,Debt Consolidation,West,-0.84088889,0.354786099,B,68,84.41083221,0
212,41,33620,1669.62,439,7,0.1,12272,48,,2417,Master,Mortgage,Debt Consolidation,South,0.115429901,-0.285173143,B,90,266.9993031,1
213,41,49274,1604.04,704,3,0,8378,24,0,,Bachelor,Rent,Education,West,-1.305803073,1.195595521,A,27,308.272054,0
214,28,64648,1552.95,551,4,0.9,21864,60,1,3927.95,High School,Mortgage,Business,Central,2.036282721,-0.053950083,C,19,226.2340404,0
215,36,59291,696.66,522,3,6.4,8769,48,0,1463.96,Master,Mortgage,Medical,Central,0.65440766,0.054604447,A,23,201.4111199,0
216,36,130297,2186.91,547,9,2.3,31906,48,1,5676.46,PhD,Mortgage,Debt Consolidation,South,-0.358384196,0.345935482,C,14,409.4843335,0
217,29,96768,3673.52,432,7,0.1,29165,12,1,,Bachelor,Mortgage,Debt Consolidation,Central,-1.02514313,-1.538632327,D,26,241.9158977,0
218,40,43944,6792.72,813,1,1.2,10327,12,0,,Bachelor,Rent,Debt Consolidation,Central,0.971331885,-1.699922304,D,13,143.0994606,0
219,38,25563,4644.78,778,2,9,24935,36,0,21408.13,None,Mortgage,Home Improvement,West,-1.100041386,-0.719134507,B,65,77.71341054,0
220,45,127699,2388.75,674,5,0.2,2757,84,,4104.7,High School,Rent,Debt Consolidation,East,-0.111430854,-1.065652206,D,24,1205.899555,0
221,36,53602,2021.97,537,6,8.7,18488,24,0,6843.09,None,Own,Business,Central,1.527267891,0.058581993,A,88,81.72688449,0
222,18,,2101.68,520,4,2,10794,60,,4939.41,High School,Mortgage,Medical,East,0.716727989,-1.004322947,D,57,139.6312749,0
223,57,60749,422.34,,2,1.2,7648,48,0,16328.6,PhD,Mortgage,Debt Consolidation,East,-0.305726129,0.065263729,A,65,89.88026099,0
224,33,64034,1635.66,611,4,1.4,22189,48,,1567.73,High School,Mortgage,Other,North,-1.026276806,-0.053923554,A,10,106.7742613,1
225,39,86495,3370.82,,1,,24194,24,0,9651.33,Bachelor,Own,Debt Consolidation,West,0.389968153,0.256195853,B,48,77.81872922,0
226,54,37513,702.66,663,2,4,60569,84,2,73886.03,High School,Own,Home Improvement,West,-1.440836604,-0.086411489,C,72,99.11554105,0
227,19,51665,906.47,516,5,12.5,6341,60,0,1957.62,Bachelor,Rent,Home Improvement,Central,-0.437486672,1.398500222,C,82,15.7265549,0
228,19,107100,4629.43,572,3,0.3,93349,48,1,4328.04,High School,Rent,Debt Consolidation,North,-1.490522749,0.051709784,D,61,115.6745651,0
229,28,172805,1170.82,714,5,3,11327,24,0,19303.38,Bachelor,Own,Education,Central,-1.660210149,1.569521947,A,50,635.0526415,0
230,41,68974,4121.13,556,5,,6416,48,0,3483.8,Master,Rent,Home Improvement,South,0.362362316,0.956477032,C,50,54.91950158,0
231,21,93174,1244.71,,1,3.3,17646,60,3,2021.73,Bachelor,Own,Other,South,1.782763319,-0.068841764,A,6,198.6879245,0
232,18,158607,1387.07,570,9,4,7765,24,0,17822.39,High School,Other,Debt Consolidation,West,-0.38859662,1.037435094,A,16,302.7061099,0
233,32,113263,895.76,673,6,13.2,20340,48,0,899.63,High School,Rent,Business,West,-1.078798634,1.992563656,C,46,87.4220649,0
234,44,132725,1275.93,582,2,1.4,8207,36,0,924.65,Master,Own,Business,West,1.083306899,0.460147393,C,68,1026.221958,0
235,46,118050,1984.31,631,3,8.7,6765,12,0,750.65,Master,Rent,Home Improvement,South,1.836877306,-0.456310064,A,87,174.4386373,0
236,40,83175,5253.44,616,8,,5913,48,0,22009.33,High School,Rent,Debt Consolidation,Central,0.980242692,-0.158533384,B,28,180.1818226,0
237,47,,784.13,534,3,13.8,1920,12,,1064.95,None,Mortgage,Other,Central,0.14569976,-1.337858913,B,63,137.879898,0
238,41,48775,1099.48,588,3,0.7,20499,84,,6119.98,Master,Mortgage,Home Improvement,South,-0.274295127,-1.508093022,B,84,310.2600236,0
239,40,,1666.19,574,4,7.4,43961,60,0,5079.58,Bachelor,Own,Other,North,-0.385235471,2.370227613,D,6,340.9007919,0
240,44,59270,1941.07,604,5,2.9,10187,24,0,17992.16,Master,Own,Other,North,-1.81044015,-0.400104754,B,92,666.9006303,0
241,35,29304,5102.5,534,3,2.8,24589,12,,3351.26,Bachelor,Rent,Debt Consolidation,West,0.229194943,-1.333910652,C,29,44.89871653,0
242,18,65601,1369.48,777,1,6,16292,36,0,1159.37,Bachelor,Rent,Medical,West,1.482929682,1.748563456,B,11,199.0354476,0
243,30,63553,818.77,672,2,3,7522,60,0,920.54,Master,Rent,Education,North,1.074529193,-0.543294661,B,44,76.9897814,0
244,39,,2105.81,661,4,3,18858,84,2,2032.11,Bachelor,Own,Home Improvement,South,0.200965925,-0.587081409,D,9,181.2781523,0
245,20,51075,2104.4,,4,7.8,24975,84,,1789.04,Master,Mortgage,Other,East,-0.354908346,1.293231888,C,62,85.87375692,0
246,21,99582,5985.86,693,1,6.6,33558,36,,22799.21,High School,Rent,Other,North,1.564939298,-0.610480074,A,97,75.2244729,1
247,43,64697,3490.27,566,7,0.7,2348,84,2,4540.91,Bachelor,Mortgage,Home Improvement,East,-1.643080673,-0.726895161,A,53,143.527141,0
248,26,51508,2123.08,659,4,,19670,36,1,16011.79,High School,Mortgage,Home Improvement,West,0.323143727,0.28904288,B,49,52.05531661,1
249,18,31548,714.91,760,4,,9316,84,1,4442.66,High School,Other,Medical,East,-0.689387993,0.15506385,B,32,370.9553381,0
250,49,40330,1622.84,628,4,,3439,84,2,6672.74,High School,Mortgage,Home Improvement,West,-0.405801256,-0.228551144,B,89,249.8733989,0
251,32,221207,1858.91,641,6,6.1,24379,84,0,18545.7,Master,Own,Debt Consolidation,West,0.45883545,0.340692734,A,67,256.3835593,0
252,25,90411,1166.95,610,4,,21254,84,1,8042.95,Bachelor,Mortgage,Other,West,0.888666851,-0.930932971,A,54,146.5133733,0
253,30,54216,1093.79,,5,0.5,3951,24,1,4949.29,High School,Mortgage,Other,West,-2.943034603,0.254180701,C,50,168.3092654,0
254,43,,1768.28,608,2,2.6,18183,24,2,2825.05,None,Other,Other,West,0.981300061,2.134997264,C,87,104.4731942,1
255,36,103137,761.85,772,6,9.4,16911,60,0,78875.27,High School,Rent,Home Improvement,North,0.67591496,0.272521648,B,79,63.58369396,0
256,42,21412,957.2,559,6,19.2,19168,84,1,20525.77,Bachelor,Own,Debt Consolidation,Central,0.88707307,1.539517976,C,1,258.5758131,0
257,54,48543,875.44,612,3,0.6,16406,24,0,24239.58,Bachelor,Mortgage,Home Improvement,Central,1.154308834,-0.326320097,C,94,96.65398158,0
258,34,70751,1031.66,693,7,0.2,13903,24,2,,Bachelor,Rent,Other,South,1.263954304,-0.821998606,A,87,220.433792,0
259,20,,2217.06,659,5,8.1,12403,60,0,15089.18,High School,Rent,Education,West,1.156512779,-0.845914229,C,74,271.4682209,0
260,34,37168,1923.77,655,5,0,3872,48,,5931.39,PhD,Mortgage,Education,East,1.073030234,0.073332055,A,3,1055.436097,0
261,43,20620,612.19,,4,12.3,5006,24,,,Master,Mortgage,Education,West,0.211807024,0.422183499,B,71,446.9597253,0
262,36,,3065.52,723,4,5.8,15610,12,1,16467.14,High School,Own,Business,South,-2.625699182,-0.449989103,C,71,96.9105905,0
263,63,59297,6942.83,,9,9,9831,36,1,1738.33,Master,Mortgage,Business,South,-0.716122315,-0.377613274,D,16,80.37408129,0
264,39,59976,677.33,629,2,0.3,5166,24,1,,High School,Mortgage,Business,East,0.999245512,0.235639906,D,89,1325.230321,0
265,40,40623,2733.92,,7,0.6,20714,12,0,615.46,High School,Mortgage,Debt Consolidation,South,0.405736518,-0.020000756,B,15,323.9463645,0
266,51,96220,3982.32,,7,,23063,48,0,23816.05,None,Mortgage,Debt Consolidation,East,-0.056988654,0.590686854,A,42,152.1137268,0
267,28,110462,1120.5,,7,0.2,13540,24,1,,Bachelor,Rent,Medical,West,2.510107336,1.339103167,C,49,58.5808014,0
268,42,47026,1132.96,550,8,3,8402,48,0,2041.86,Master,Mortgage,Debt Consolidation,Central,0.360439275,1.201932915,B,8,398.2580116,0
269,38,56969,1396.79,645,4,7.6,2745,36,1,9422.81,High School,Mortgage,Home Improvement,South,0.572417983,-0.547006882,D,21,33.62642796,0
270,42,37364,1115.86,617,3,17.1,30041,24,0,1322.95,None,Own,Other,West,0.087817379,0.13839513,B,82,434.2021878,0
271,28,71406,1894.16,850,3,5.1,24080,36,1,36240.07,Bachelor,Mortgage,Debt Consolidation,West,-0.316045452,0.04098036,A,12,479.5846946,0
272,18,143990,1402.11,,6,3.6,2169,12,2,,Bachelor,Mortgage,Other,South,-1.16221814,0.427854231,A,20,27.50792607,0
273,25,97148,3463.34,461,6,3,8749,36,2,7632.24,Bachelor,Mortgage,Home Improvement,West,-0.009363469,0.216817752,A,82,324.0611156,0
274,34,30534,2444.86,668,3,2.7,3013,24,0,,Bachelor,Mortgage,Education,West,0.343883799,-0.9690075,C,46,116.2526466,0
275,61,63117,2611.91,616,4,,2490,24,1,3104.26,Bachelor,Rent,Education,North,-0.197795611,-1.689132914,D,16,66.02082109,0
276,51,40017,1193.01,618,3,13,9084,24,,20798.96,High School,Own,Medical,North,-1.089960185,1.677446195,B,26,10.10003623,0
277,26,67966,288.28,611,3,0,7716,60,,3853.24,Bachelor,Mortgage,Business,Central,-0.690480239,-0.081805902,C,72,70.08380403,0
278,33,122380,3157.49,486,2,,3587,36,1,1115.66,Bachelor,Own,Other,Central,-0.071282568,1.974208002,A,87,192.3281956,0
279,40,209469,3418.09,620,4,4,25066,36,1,13870.42,Bachelor,Mortgage,Debt Consolidation,West,0.198455378,1.193019032,D,36,167.6517694,0
280,45,70376,1231.78,,3,2.6,12000,36,1,9916.93,High School,Mortgage,Debt Consolidation,West,0.508754092,-1.63626435,A,28,522.9357388,0
281,51,171424,5066.98,,4,2.5,21958,48,0,4977.13,Master,Mortgage,Medical,North,0.963277203,0.238704441,A,72,365.4700373,0
282,24,94770,2881.22,574,2,0.1,12712,36,2,8838.45,Bachelor,Mortgage,Debt Consolidation,North,-0.634107097,-0.995188084,B,31,120.207989,0
283,39,,1161.69,707,4,,29889,84,1,23297.12,Master,Mortgage,Debt Consolidation,West,-0.571820071,-0.14461199,B,59,276.8634173,0
284,45,112113,832.77,504,5,1.7,64988,12,1,2627.17,High School,Rent,Other,Central,1.517709007,-0.319252801,D,1,186.2728577,0
285,36,,6172.82,671,4,1.9,10968,12,2,4020.15,Master,Rent,Home Improvement,East,-0.823714019,-0.286117044,B,95,109.7083006,0
286,29,108308,1235.63,695,0,5.8,20980,84,0,6755.59,High School,Mortgage,Debt Consolidation,South,-0.728639912,0.939036954,B,24,91.52441701,0
287,43,49631,528.08,659,6,5.1,8019,24,0,,None,Other,Education,South,1.053059815,2.24305405,C,93,131.0631845,0
288,28,99733,657.72,675,3,2.5,49479,48,1,3506.02,Master,Rent,Other,West,-1.972852951,-0.122358167,C,82,933.9941163,0
289,46,122217,2527.2,655,4,,13279,24,,498.93,High School,Own,Home Improvement,Central,-0.41951399,0.035287716,B,78,127.8092045,0
290,51,,1062.97,612,2,,15923,60,,6080.32,Master,Mortgage,Home Improvement,East,1.592822814,-0.946452824,B,18,304.5179693,0
291,42,,432.58,,4,5.8,9390,12,2,19770.64,Bachelor,Rent,Business,North,0.263873804,2.437835601,B,36,57.74904493,0
292,49,75528,1323.45,619,5,6.3,15209,36,0,,High School,Mortgage,Debt Consolidation,South,0.653125039,0.423561457,C,16,62.70520201,0
293,34,60283,3430.46,441,3,,6694,84,0,,High School,Mortgage,Debt Consolidation,South,-0.131895401,-0.492320876,B,12,177.345326,0
294,18,,1044.61,,3,,3013,36,2,231.12,Bachelor,Rent,Debt Consolidation,Central,-0.042196339,0.543973358,A,28,37.26906656,0
295,54,132927,1187.57,566,1,,1907,60,1,1967.96,Bachelor,Mortgage,Business,Central,-0.352146044,-0.473347526,C,10,291.3060536,0
296,49,39313,2636.52,609,2,5.1,10481,24,1,1376.55,PhD,Rent,Home Improvement,East,-1.025561692,-0.157533938,C,63,115.2223148,0
297,29,33838,1177.84,,4,1.4,11295,60,,42439.79,High School,Mortgage,Home Improvement,Central,-0.215716919,-0.656804957,C,95,110.0986056,0
298,20,110723,773.38,645,8,,23592,24,1,,Master,Rent,Other,North,-0.338291478,-0.221001065,D,8,225.9992113,0
299,67,,2584.79,711,3,12.5,13454,60,0,8655.18,Bachelor,Mortgage,Other,South,-0.626662622,-0.905554334,D,63,27.55277715,0
300,31,,3440.3,630,4,,4321,84,0,2450.33,High School,Mortgage,Debt Consolidation,Central,1.421119453,0.671269137,D,43,404.0894697,0
301,44,106603,1862.18,649,5,3.1,27679,36,0,3296.87,Bachelor,Own,Education,Central,-0.335537244,0.622778734,C,90,710.9199447,0
302,19,32654,1190.06,668,3,7.8,2099,36,1,,High School,Own,Home Improvement,South,-2.876654808,1.666707607,A,97,447.2188927,0
303,34,26930,983.57,684,3,5.2,11189,60,0,2448.2,High School,Mortgage,Business,East,2.40136211,1.418447893,C,39,750.5102056,0
304,39,51388,595.48,647,2,3.7,11304,12,,3602.51,High School,Mortgage,Debt Consolidation,South,-0.137284678,1.060939421,D,44,69.29307123,0
305,42,21442,548.21,628,5,0.5,17222,36,0,953.38,High School,Rent,Medical,East,-0.941749044,0.156127908,D,10,42.80339588,0
306,30,85199,1931.37,713,4,4.8,5073,24,0,,Bachelor,Rent,Home Improvement,North,-1.781829599,0.117154528,D,65,356.4221783,0
307,58,33996,1505.56,660,3,4.7,5180,12,3,,Bachelor,Rent,Debt Consolidation,South,-1.121763178,0.153188421,B,37,136.0921702,0
308,27,90558,2470.13,613,4,4.3,9389,24,1,7748.05,Bachelor,Own,Debt Consolidation,East,-0.378389972,-1.002073811,C,30,252.0047485,0
309,36,59049,1486.34,709,7,17.6,21761,36,1,2985.98,Master,Mortgage,Other,South,-1.827950148,-0.885513742,B,24,99.74680964,0
310,41,31281,753.25,592,4,3.6,13817,84,0,47671.97,High School,Mortgage,Debt Consolidation,Central,2.193384035,-0.310713456,A,12,51.63254496,0
311,34,,390.79,633,2,2.2,19242,48,2,16617.65,High School,Own,Other,Central,0.531090864,0.121068374,B,12,147.3289578,0
312,27,,1696.49,615,2,,7285,12,1,7570.39,Bachelor,Rent,Medical,West,0.910101002,2.144805363,A,68,41.11045349,0
313,33,20169,2003.5,654,1,20.1,33576,24,0,15511.99,None,Mortgage,Education,North,-0.265811701,0.526981884,D,75,213.8223626,1
314,43,48762,1283.31,,1,6.7,24910,48,0,4868.32,High School,Rent,Home Improvement,South,-0.259339268,0.746809269,C,8,220.1443324,1
315,32,43665,1198.64,479,5,1.5,15947,12,1,2329.54,Master,Rent,Other,South,-0.434576306,-1.325467154,A,35,575.9118639,0
316,52,64856,3350.91,579,4,1.9,10553,36,2,10949.33,Master,Own,Debt Consolidation,East,-1.075389841,1.646522741,A,49,86.00312511,0
317,29,,1594.04,622,4,2.2,9704,84,0,5676.41,PhD,Mortgage,Business,Central,-1.053262433,0.627743468,D,70,226.1753432,0
318,18,,1013.84,641,5,2.4,9890,84,0,31298.09,Bachelor,Own,Education,Central,0.407918467,-0.830568747,A,67,135.7468415,0
319,36,56857,1064.01,655,6,6,23228,84,2,28115.5,PhD,Rent,Debt Consolidation,West,-0.316490582,1.282432945,B,29,30.48818602,0
320,35,52051,5279.29,589,4,4,10903,84,3,9696.6,PhD,Rent,Debt Consolidation,East,0.507257141,0.382726691,B,89,91.32834165,1
321,36,27019,529.2,,3,1.6,11782,48,1,,PhD,Mortgage,Medical,North,0.671599684,0.335632454,B,28,17.91478768,0
322,40,69511,989.75,794,9,0.2,19302,12,,11928.32,None,Rent,Debt Consolidation,Central,-1.076286922,1.811433571,B,75,156.6708739,0
323,26,104899,1236.65,514,5,3.2,7340,60,2,2772.54,High School,Mortgage,Debt Consolidation,Central,-1.461844615,-1.454146081,A,80,66.77086164,0
324,46,32989,3513.48,568,2,0.4,7115,24,0,1309.99,Bachelor,Rent,Debt Consolidation,South,-2.056085026,0.640049397,A,79,336.5636369,0
325,46,31679,1879.48,569,2,,26717,60,1,119.47,High School,Mortgage,Medical,South,-0.346747598,0.280614123,B,88,104.9068111,0
326,42,163193,1741.14,646,4,1.4,44461,36,3,5169.5,Master,Mortgage,Business,Central,-0.351971173,-0.30387958,D,95,32.90192934,0
327,62,37447,1436.44,607,5,,6975,48,1,,High School,Other,Home Improvement,East,-0.80793584,-1.142008286,C,24,71.34280908,0
328,34,24933,825.37,807,9,1.8,11435,60,3,9697.46,Bachelor,Mortgage,Debt Consolidation,North,-1.493306418,-0.531565094,C,93,65.1314224,0
329,29,38841,1266.82,664,5,,12749,36,1,4661.21,Master,Mortgage,Other,Central,-0.257059131,-0.407483325,A,6,35.56665765,0
330,26,32302,911.81,691,12,,19039,84,,,High School,Mortgage,Debt Consolidation,North,-1.579589168,0.64913403,B,34,110.3110273,0
331,23,116174,2700.84,579,2,,36059,48,1,4790.64,High School,Mortgage,Home Improvement,South,1.571906289,-1.143242286,D,67,155.0678955,0
332,27,,813.46,613,1,,4546,36,0,20180.67,Bachelor,Mortgage,Medical,North,-0.081782076,-0.806346302,C,15,67.38607611,0
333,37,,6473.7,746,3,0.3,29538,48,1,46662.27,Bachelor,Rent,Medical,North,-0.742505857,-1.538956529,C,10,134.0984047,0
334,39,,2413.1,709,6,4,8161,60,0,7425.49,PhD,Rent,Debt Consolidation,North,0.048042917,-1.129524898,B,89,215.6837983,0
335,47,,1968.77,790,6,5.9,18579,60,0,3219.32,Master,Rent,Debt Consolidation,Central,0.873785803,0.807003704,C,70,66.10034625,0
336,36,47663,1918.52,597,4,4.4,41192,84,0,8359.09,None,Own,Home Improvement,East,0.616702097,0.495044366,A,67,49.42712483,0
337,30,21091,2600.53,,1,4.9,8699,36,1,20477.74,High School,Mortgage,Education,South,0.201759428,-0.306063782,A,84,12.79419437,0
338,40,32201,902.84,641,5,3.4,21780,48,1,1607.79,High School,Rent,Business,South,-0.205453091,-0.854479293,C,62,270.6941814,1
339,37,,1805.62,605,5,,13665,36,1,368.14,None,Rent,Debt Consolidation,West,0.682725804,-0.379965232,B,17,57.10746515,0
340,41,16660,443.85,779,4,8.6,2057,36,,941.73,High School,Own,Debt Consolidation,North,-0.110999103,1.006720938,D,66,156.2932144,0
341,27,37485,1296.43,,6,18.2,6462,60,2,642.86,Bachelor,Rent,Other,North,-1.659005857,-0.097409521,B,51,213.6037122,0
342,40,,5276.31,595,5,2.1,8768,48,1,1920.76,None,Rent,Business,North,0.450549358,1.989328521,A,28,101.3047284,0
343,21,47868,1616.04,733,2,5,4031,12,1,3903.6,Bachelor,Mortgage,Education,North,-0.731043601,-2.422159996,C,47,129.3820901,0
344,54,62279,1246.76,,4,2.2,9345,24,,16940.95,High School,Rent,Home Improvement,Central,0.067850296,-0.759160061,D,35,231.4593731,0
345,53,40299,635.01,464,1,3.8,10818,60,0,2215.85,High School,Rent,Debt Consolidation,South,-0.832985712,0.043626872,B,43,66.94458613,0
346,25,48545,1060.45,510,4,3.2,14933,12,0,11336.39,Master,Rent,Medical,East,0.45530325,0.169772635,C,23,108.8967707,0
347,47,,5263.27,681,5,9.6,5835,48,1,192853.61,Bachelor,Mortgage,Home Improvement,Central,-1.021715393,2.910085072,B,55,118.2771979,0
348,62,56316,1103.54,686,8,5.2,8172,60,2,3050.17,Bachelor,Mortgage,Other,South,0.89156037,-1.23882835,C,30,378.1902773,0
349,24,38105,1106.42,537,2,12.4,5170,36,0,9372.02,Bachelor,Rent,Education,East,0.131925308,0.478305054,D,52,2045.655958,0
350,28,51932,1525.26,,1,7.4,9369,24,1,5585.42,Master,Rent,Education,East,0.567583857,0.098967824,B,9,238.7740847,0
351,41,122822,1682.13,576,6,,13618,60,1,49326.59,High School,Mortgage,Debt Consolidation,Central,-1.393352656,0.393039298,A,55,34.69927735,0
352,57,91979,2533.69,763,6,4.6,50751,84,,3274.84,Bachelor,Mortgage,Business,West,0.381885601,-0.328846035,A,37,24.83490692,0
353,23,,3467.92,632,7,10.7,14701,60,2,8529.1,Master,Own,Home Improvement,South,-1.081668726,0.575985733,C,41,354.9767991,0
354,41,,3290.85,441,5,0.7,4446,84,0,,Bachelor,Own,Business,Central,1.93096016,-0.672321035,C,66,932.7759037,0
355,18,55863,552.8,704,1,,58934,84,1,7203.88,Bachelor,Mortgage,Debt Consolidation,North,1.074728144,-0.523752983,C,45,135.1109295,0
356,23,,2125.15,603,1,14.6,21661,60,1,3343.86,Bachelor,Rent,Home Improvement,Central,0.864283645,0.485780656,C,84,138.0345505,0
357,33,35901,1255.95,530,8,2.7,7118,24,0,1748.26,Bachelor,Own,Debt Consolidation,West,-0.508707793,0.297908156,B,54,223.8007778,0
358,48,113131,2044.53,728,4,12.6,23195,48,,9653.71,Bachelor,Own,Debt Consolidation,East,1.500196249,-0.480975898,C,64,96.81596401,0
359,41,73978,436.69,836,4,0.7,3186,48,1,8847.67,High School,Rent,Other,West,0.168783318,0.558466788,C,90,26.99986706,0
360,18,92484,2450.26,635,3,2.6,46920,48,0,3021.05,Master,Own,Debt Consolidation,South,-1.964200744,0.073660605,B,53,80.60816385,0
361,53,86624,1089.56,660,8,,36969,12,1,25082.69,High School,Mortgage,Other,South,0.259863509,0.679889837,C,30,106.2438693,0
